"location", "wms_url", "lat", "lng", "year", "county", "comp_loc", "n_frk_res", "n_oth_res", "n_unk_res", "n_tot_res", "crowd_sel", "p_crd_a", "p_s_crd_a"
"41.70555003-75.87454726---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7055500316","-75.8745472566","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.95745015-76.93719719---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.9574501473","-76.9371971922","2010","Tioga","sweeper_internal","1","","","1","fracking","100",""
"41.64674034-76.37414392---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6467403382","-76.3741439212","2008","Bradford","final_internal","","3","","3","other","100",""
"40.83951987-79.69095141---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.8395198666","-79.6909514063","2008","Armstrong","first_internal","","3","","3","other","100",""
"40.37018649-79.34017415---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.3701864888","-79.3401741466","2010","Westmoreland","public","9","1","1","11","fracking","81",""
"41.93172077-75.86272485---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.9317207668","-75.8627248451","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.77662461-75.93413105---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7766246084","-75.9341310543","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.70081526-75.95786094---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7008152552","-75.9578609379","2005","Susquehanna","final_internal","","3","","3","other","100",""
"39.90074518-79.95461495---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9007451815","-79.9546149454","2010","Greene","public","","10","","10","other","100",""
"39.94564296-79.85853114---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9456429582","-79.8585311445","2010","Fayette","public","","10","","10","other","100",""
"41.45646514-76.91306253---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.4564651445","-76.9130625311","2010","Lycoming","sweeper_internal","","1","","1","other","100",""
"41.73245542-76.00288781---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7324554215","-76.0028878074","2008","Susquehanna","final_internal","","3","","3","other","100",""
"39.91287862-79.96312882---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.9128786154","-79.9631288235","2008","Greene","sweeper_internal","","1","","1","other","100",""
"41.61984251-76.83043059---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.61984251","-76.83043059","2010","Bradford","first_internal","","3","","3","other","100",""
"41.60158359-75.5675353---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6015835897","-75.5675353038","2005","Lackawanna","final_internal","","3","","3","other","100",""
"41.84923506-78.15876069---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.849235062","-78.1587606927","2010","Potter","public","10","","1","11","fracking","90",""
"41.75027626-76.13749836---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.75027626","-76.13749836","2010","Bradford","first_internal","","3","","3","other","100",""
"40.99998826-79.79316732---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.9999882613","-79.7931673244","2008","Butler","first_internal","","3","","3","other","100",""
"41.69767167-76.43894124---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6976716718","-76.4389412447","2005","Bradford","final_internal","","3","","3","other","100",""
"41.71844808-76.82193105---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7184480838","-76.8219310537","2008","Bradford","final_internal","","3","","3","other","100",""
"40.45071754-80.34461041---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.450717535","-80.3446104115","2010","Washington","public","","10","","10","other","100",""
"41.72851785-75.87132118---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7285178509","-75.8713211821","2008","Susquehanna","final_internal","1","2","","3","other","66",""
"41.69792032-77.29257189---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6979203179","-77.2925718916","2008","Tioga","final_internal","","3","","3","other","100",""
"41.82321526-76.06641232---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.8232152602","-76.066412321","2005","Susquehanna","final_internal","","3","","3","other","100",""
"39.98771277-80.10866479---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9877127742","-80.1086647933","2010","Greene","public","9","1","","10","fracking","90",""
"41.81720267-77.04950584---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.8172026688","-77.0495058363","2010","Tioga","public","","10","","10","other","100",""
"41.79798989-77.24631334---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7979898929","-77.2463133392","2005","Tioga","final_internal","","3","","3","other","100",""
"41.701586-75.88603405---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.701586","-75.88603405","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.7226704-75.9085801---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7226704","-75.9085801","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.6877477-76.24717617---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6877476989","-76.2471761678","2010","Bradford","sweeper_internal","","1","","1","other","100",""
"41.68043635-77.38187293---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6804363468","-77.3818729301","2005","Tioga","missing_internal","","1","","1","other","100",""
"41.78656891-76.2297168---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7865689069","-76.229716796","2010","Bradford","sweeper_internal","1","","","1","fracking","100",""
"41.75131126-76.73605999---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7513112558","-76.736059988","2010","Bradford","sweeper_internal","1","","","1","fracking","100",""
"39.74611422-79.850285---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.7461142162","-79.8502850024","2010","Fayette","public","","10","","10","other","100",""
"41.86799943-76.6041089---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.8679994297","-76.6041088952","2005","Bradford","final_internal","","3","","3","other","100",""
"39.92933483-80.00502133---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9293348321","-80.0050213318","2010","Greene","sweeper_internal","","1","","1","other","100",""
"41.728709-75.89884583---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7287089958","-75.898845832","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.9486555-76.9588179---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.9486554973","-76.9588178977","2010","Tioga","public","","10","","10","other","100",""
"41.72544595-76.2497001---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7254459497","-76.249700099","2005","Bradford","final_internal","","3","","3","other","100",""
"41.65588155-76.04642994---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6558815526","-76.0464299449","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.7081571-76.08545014---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7081571035","-76.085450139","2008","Susquehanna","final_internal","","3","","3","other","100",""
"40.1929354-79.87862029---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.1929353978","-79.8786202949","2010","Washington","sweeper_internal","","1","","1","other","100",""
"40.28345768-80.34795708---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.2834576829","-80.3479570831","2010","Washington","public","","10","","10","other","100",""
"39.72502513-79.99926445---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.7250251283","-79.9992644458","2008","Greene","first_internal","1","2","","3","other","66",""
"39.88381269-80.00559333---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.883812694","-80.005593331","2008","Greene","sweeper_internal","1","","","1","fracking","100",""
"41.74757167-76.10635235---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7475716711","-76.1063523536","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.83836969-76.89357397---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.83836969","-76.89357397","2010","Bradford","first_internal","1","2","","3","other","66",""
"39.94025843-78.89617252---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.9402584261","-78.8961725224","2008","Somerset","final_internal","","3","","3","other","100",""
"39.80775305-79.52073183---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8077530532","-79.5207318305","2008","Fayette","sweeper_internal","","1","","1","other","100",""
"41.95729749-76.93238224---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.9572974881","-76.9323822421","2008","Tioga","final_internal","","3","","3","other","100",""
"41.98771699-76.9939133---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.9877169867","-76.9939132955","2010","Tioga","public","","12","","12","other","100",""
"41.69852865-75.88611222---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.69852865","-75.88611222","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.71288047-76.30448288---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.71288047","-76.30448288","2010","Bradford","first_internal","","3","","3","other","100",""
"41.80464917-76.95610071---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.8046491683","-76.9561007121","2005","Tioga","final_internal","","3","","3","other","100",""
"40.82728663-79.66606852---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.8272866283","-79.6660685169","2010","Armstrong","public","1","9","1","11","other","81",""
"40.7492809-79.61667648---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.7492809018","-79.6166764772","2005","Armstrong","final_internal","","3","","3","other","100",""
"41.72900693-78.17545011---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7290069311","-78.1754501149","2010","Potter","public","10","","1","11","fracking","90",""
"41.71585032-75.89091049---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7158503224","-75.8909104914","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.20168727-79.21245813---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.2016872659","-79.2124581294","2010","Clarion","sweeper_internal","","1","","1","other","100",""
"39.85212458-79.96931546---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8521245791","-79.9693154601","2008","Greene","sweeper_internal","1","","","1","fracking","100",""
"41.75337036-76.24876939---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7533703593","-76.2487693922","2008","Bradford","final_internal","","3","","3","other","100",""
"41.93469022-75.87290686---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.93469022","-75.87290686","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.71514314-75.88374245---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7151431362","-75.8837424468","2005","Susquehanna","final_internal","","3","","3","other","100",""
"40.85994504-79.50330174---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.8599450389","-79.5033017384","2008","Armstrong","first_internal","","3","","3","other","100",""
"40.85643629-79.55564751---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.8564362923","-79.5556475065","2005","Armstrong","final_internal","","3","","3","other","100",""
"40.70566514-79.40926756---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.7056651392","-79.4092675615","2010","Armstrong","public","8","","2","10","fracking","80",""
"40.86621685-79.50103637---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.8662168458","-79.5010363719","2005","Armstrong","final_internal","","3","","3","other","100",""
"41.1101826-78.97062322---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.1101825966","-78.9706232151","2008","Jefferson","first_internal","","3","","3","other","100",""
"41.70523452-75.65555692---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7052345156","-75.6555569231","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.95731469-76.93238326---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.9573146922","-76.9323832646","2010","Tioga","public","","12","","12","other","100",""
"41.70367313-75.88146049---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.703673132","-75.8814604897","2008","Susquehanna","final_internal","1","3","","4","other","75",""
"41.71925132-76.36493419---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7192513244","-76.3649341874","2005","Bradford","final_internal","","3","","3","other","100",""
"39.94513474-79.95111974---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.9451347397","-79.9511197384","2008","Greene","sweeper_internal","","1","","1","other","100",""
"41.71962713-75.88956133---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7196271252","-75.8895613282","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.66756661-75.66653708---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6675666072","-75.6665370771","2005","Susquehanna","final_internal","","3","","3","other","100",""
"39.7425896-79.43643251---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.7425895967","-79.4364325117","2008","Fayette","first_internal","","3","","3","other","100",""
"41.7643122-76.99411457---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7643122023","-76.9941145731","2008","Tioga","final_internal","","3","","3","other","100",""
"41.71228804-75.94218512---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.71228804","-75.94218512","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.6795398-75.8026375---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6795398","-75.8026375","2010","Susquehanna","first_internal","","3","","3","other","100",""
"39.95409016-80.09214815---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9540901592","-80.0921481514","2010","Greene","public","10","","","10","fracking","100",""
"40.01208977-79.87962592---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.0120897669","-79.8796259162","2010","Fayette","public","10","","","10","fracking","100",""
"39.86628643-79.99378645---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.8662864281","-79.9937864459","2005","Greene","final_internal","","3","","3","other","100",""
"40.86468673-79.77818501---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.8646867348","-79.7781850138","2010","Butler","public","","13","1","14","other","92",""
"41.54398334-76.48035334---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.54398334","-76.48035334","2010","Sullivan","first_internal","","3","","3","other","100",""
"41.76186239-76.01372674---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7618623937","-76.0137267406","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.72944475-75.88347682---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7294447511","-75.883476821","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.88328525-76.36344723---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.88328525","-76.36344723","2010","Bradford","first_internal","","3","","3","other","100",""
"41.56854534-76.10195933---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.5685453404","-76.101959327","2005","Wyoming","final_internal","","3","","3","other","100",""
"41.70517273-75.89059261---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.70517273","-75.89059261","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.74965434-76.77503551---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.74965434","-76.77503551","2010","Bradford","sweeper_internal","","1","","1","other","100",""
"41.79750652-77.24540724---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7975065163","-77.245407237","2010","Tioga","sweeper_internal","1","","","1","fracking","100",""
"41.09481903-77.95376284---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.0948190325","-77.9537628447","2005","Centre","missing_internal","","1","","1","other","100",""
"39.90708437-79.98646312---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9070843702","-79.9864631211","2010","Greene","public","","10","","10","other","100",""
"41.73495284-76.05806156---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.73495284","-76.05806156","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.92890674-75.86186512---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.9289067353","-75.8618651241","2008","Susquehanna","final_internal","","3","","3","other","100",""
"39.82570317-80.49751487---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8257031731","-80.4975148659","2010","Greene","sweeper_internal","","1","","1","other","100",""
"41.77240907-77.15399042---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7724090675","-77.1539904218","2010","Tioga","sweeper_internal","","1","","1","other","100",""
"41.70992622-75.86620156---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.70992622","-75.86620156","2010","Susquehanna","first_internal","","3","","3","other","100",""
"39.88435017-79.99969956---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8843501726","-79.999699557","2010","Greene","public","","9","1","10","other","90",""
"39.94176606-80.03064668---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.9417660619","-80.030646685","2008","Greene","first_internal","3","","","3","fracking","100",""
"41.90018406-76.85871183---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.9001840596","-76.8587118289","2005","Bradford","final_internal","","3","","3","other","100",""
"41.27089831-76.65958109---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.2708983067","-76.6595810872","2008","Lycoming","final_internal","3","","","3","fracking","100",""
"41.78702081-76.11376629---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.787020815","-76.1137662924","2010","Susquehanna","public","","12","","12","other","100",""
"39.8619433-79.98453356---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8619432992","-79.9845335624","2008","Greene","first_internal","","3","","3","other","100",""
"40.77844629-79.62660227---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.7784462865","-79.6266022733","2010","Armstrong","public","","12","","12","other","100",""
"41.75581891-75.867268---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7558189097","-75.867268003","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.71448605-76.42295947---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7144860451","-76.4229594685","2010","Bradford","sweeper_internal","1","","","1","fracking","100",""
"41.68414061-77.27515502---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6841406135","-77.2751550183","2010","Tioga","public","","8","2","10","other","80",""
"41.28184441-77.24997732---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.2818444089","-77.2499773244","2008","Lycoming","final_internal","","3","","3","other","100",""
"41.72659857-75.90862462---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7265985734","-75.9086246205","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.5990162-75.57116633---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.5990161977","-75.5711663297","2008","Lackawanna","final_internal","","3","","3","other","100",""
"41.19671672-77.6826268---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.1967167245","-77.6826268007","2010","Clinton","public","10","","","10","fracking","100",""
"39.89978112-80.34578374---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8997811198","-80.3457837426","2010","Greene","sweeper_internal","","1","","1","other","100",""
"41.58793076-76.84637952---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.5879307577","-76.8463795178","2005","Lycoming","missing_internal","","1","","1","other","100",""
"41.27077033-76.60829207---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.2707703347","-76.6082920675","2010","Lycoming","sweeper_internal","","1","","1","other","100",""
"41.99166581-77.53907438---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.9916658078","-77.5390743837","2008","Tioga","final_internal","","3","","3","other","100",""
"41.33499877-77.16442387---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.3349987676","-77.164423873","2008","Lycoming","final_internal","3","","","3","fracking","100",""
"41.98938052-76.99416845---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.9893805239","-76.9941684477","2008","Tioga","final_internal","","3","","3","other","100",""
"41.00335536-79.79016132---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.0033553597","-79.7901613192","2008","Butler","first_internal","","3","","3","other","100",""
"40.35496991-80.27363554---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.3549699147","-80.2736355427","2010","Washington","public","","10","","10","other","100",""
"40.2082078-80.425048---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.2082077964","-80.4250480042","2008","Washington","first_internal","","3","","3","other","100",""
"41.68245192-76.77578003---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.68245192","-76.77578003","2010","Bradford","first_internal","","3","","3","other","100",""
"40.29202827-80.31187106---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.2920282712","-80.3118710602","2010","Washington","sweeper_internal","","1","","1","other","100",""
"41.8435746-76.91772774---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.8435745979","-76.9177277432","2008","Tioga","final_internal","","3","","3","other","100",""
"41.53359186-76.98846761---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.5335918552","-76.9884676112","2008","Lycoming","final_internal","","4","","4","other","100",""
"41.67605401-76.26322501---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6760540109","-76.2632250068","2008","Bradford","final_internal","","3","","3","other","100",""
"39.73326865-79.80529534---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.733268649","-79.8052953366","2010","Fayette","public","","10","","10","other","100",""
"39.94770071-79.97722612---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.9477007079","-79.9772261171","2008","Greene","sweeper_internal","","1","","1","other","100",""
"41.67563801-76.37784643---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6756380052","-76.3778464346","2008","Bradford","final_internal","","3","","3","other","100",""
"40.11924688-80.22271511---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.1192468757","-80.2227151072","2010","Washington","public","","10","","10","other","100",""
"41.9338524-75.46853027---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.9338524049","-75.4685302702","2008","Wayne","final_internal","","3","","3","other","100",""
"41.91469525-76.88617234---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.91469525","-76.88617234","2010","Bradford","first_internal","","3","","3","other","100",""
"40.40753568-80.47056687---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.4075356785","-80.4705668662","2010","Washington","public","","10","","10","other","100",""
"41.59730527-75.56824795---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.59730527","-75.56824795","2010","Lackawanna","first_internal","","3","","3","other","100",""
"40.19315635-78.66695764---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.193156345","-78.6669576422","2010","Bedford","public","","10","","10","other","100",""
"39.79947431-79.52947769---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.7994743107","-79.5294776915","2005","Fayette","final_internal","","3","","3","other","100",""
"41.04624044-79.34879323---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.0462404416","-79.3487932261","2008","Clarion","first_internal","1","2","","3","other","66",""
"41.6748999-77.34758719---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6748998993","-77.347587191","2010","Tioga","sweeper_internal","","1","","1","other","100",""
"40.76091158-79.73693087---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.7609115776","-79.736930868","2010","Butler","public","","18","","18","other","100",""
"41.69858693-77.29257465---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.698586927","-77.2925746514","2008","Tioga","final_internal","","4","","4","other","100",""
"41.1331006-79.75175964---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.1331005966","-79.7517596438","2005","Butler","final_internal","","3","","3","other","100",""
